,name,post,profile,sentiment
40,hashtag#datascience,"What do you need to know about 𝗘𝘅𝗽𝗲𝗿𝗶𝗺𝗲𝗻𝘁/𝗠𝗼𝗱𝗲𝗹 𝗧𝗿𝗮𝗰𝗸𝗶𝗻𝗴 𝗦𝘆𝘀𝘁𝗲𝗺𝘀 as a ML Engineer? It should be composed of two integrated parts: Experiment Tracking System and a Model Registry. From where you track ML Pipeline metadata will depend on MLOps maturity in your company.  If you are at the beginning of the ML journey you might be: 1️⃣ Training and Serving your Models from experimentation environment - you run ML Pipelines inside of your Notebook and do that manually at each retraining. If you are beyond Notebook environments you will be triggering ML Pipelines from CI/CD systems or on Orchestrator triggers. In any case, the ML Pipeline will not be too different and a well designed System should track at least: 2️⃣ Datasets used for Training Machine Learning Models in Experimentation or Production ML Pipelines. Here you should also track your Train/Test splits. At this stage you should also save all important metrics that relate to Datasets - Feature Distribution etc.3️⃣ Model Parameters (e.g. model type, hyperparameters) together with Model Performance metrics.4️⃣ Model Artifact Location.5️⃣ Machine Learning Pipeline is an artifact itself - track information about who and when triggered it. Pipeline ID etc.✅ Code: Everything is code - you should version and track it. When a Trained Model Artifact is saved to a Model Registry there should always be a 1 to 1 mapping of previously saved Model Metadata to The Artifact which was outputted to The Model Registry: ➡️  Model Registry should have a convenient user interface in which you can compare metrics of different Experiment versions.➡️  Model Registry should have a capability that allows change of Model State with a single click of a button. Usually it would be a change of state between Staging and Production. Finally: 6️⃣  Model Tracking System should be integrated with the Model Deployment System. Once a model state is changed to Production, The System triggers a Deployment Pipeline that will deploy a new model version and perform a decommission of the old one. This will vary depending on the type of deployment. Model Tracking System containing these properties helps in the following way: ➡️  You will be able to understand how a Model was built and repeat the experiment.➡️  You will be able to share experiments with other experts involved.➡️  You will be able to perform rapid, controlled experiments.➡️  The system allows safe rollbacks to any Model Version.➡️  Such Self-Service System would remove friction between ML and Operations experts.Would you add something? 👇-------- 👋 I am Aurimas.I will help you 𝗟𝗲𝘃𝗲𝗹 𝗨𝗽 in #MLOps, #MachineLearning, #DataEngineering, #DataScience and overall #Data space.𝗙𝗼𝗹𝗹𝗼𝘄 𝗺𝗲 and hit 🔔𝗗𝗼𝗻’𝘁 𝗳𝗼𝗿𝗴𝗲𝘁 𝘁𝗼 𝗹𝗶𝗸𝗲 👍, 𝘀𝗵𝗮𝗿𝗲 𝗮𝗻𝗱 𝗰𝗼𝗺𝗺𝗲𝗻𝘁!Join a growing community of Data Enthusiasts by subscribing to my 𝗡𝗲𝘄𝘀𝗹𝗲𝘁𝘁𝗲𝗿: https://lnkd.in/e_kkkGei",https://www.linkedin.com/feed/hashtag/datascience,0.9746
41,Jon Olarte,Aquí puedes ver algunas de las fotos corporativas que hice para Buscoresi. #freelancephotographer #barcelona,https://www.linkedin.com/in/peter-berna-williams,0.0
42,Surfboard,"Product launch announcement! 📣 🚀 The ultimate scheduling tool is here 🏄🏾‍♀️ We’ve transformed scheduling, introducing flexibility to the core of how support teams work. Surfboard is the single source of truth to manage a support team seamlessly, and we'll be discussing all of our new features, including:📅 Shift plans📞 Intraday activity scheduling📍 Round robins🌍 Timezone management 🧠 Forecasting Join us on Wednesday the 1st of March at 12.00pm as our team Natasha Ratanshi-Stein, Shannon Ashley & Nora Beqaj demo our new suite of features: https://lnkd.in/eTGa3g6W",https://www.linkedin.com/company/teamsurfboard/,0.8908
43,William Horsman,"𝐘𝐞𝐬, 𝐈.......𝐰𝐚𝐬? 🤨Like❤️Comment💬Share💌    Tag🏷..📲 https://lnkd.in/d9SARKh6..#englishonline #english #aprenderingles #inglesonline #ingles ",https://www.linkedin.com/in/williamhorsman,0.0
44,Gamium,"Participating in the European Blockchain Convention has been an absolute pleasure. Our Co-Founder Roberto de Arquer has made a fabulous presentation that has made the whole team super proud of what we are building: the Internet Identity Layer.We are leaving with very positive feelings about the projection of the #blockchain sector. We have met fabulous people with exciting projects that will give humanity much value in the new Internet era.Great event! Thanks for inviting us, European Blockchain Convention.#event #speech #digitalidentity #web3 ",https://www.linkedin.com/company/gamiumcorp/,0.9855
45,Luis von Ahn,"AI is essential to making education more affordable and effective for everyone on the planet.We have more than 50 million monthly active learners who currently complete about 1 billion exercises per day on Duolingo. That's a lot of data, and AI helps us personalize lessons for each individual, and improve how effectively we teach over time.Highly recommend anyone interested in Duolingo's AI give this piece from IEEE Spectrum a read. It's a thorough overview of how we use this technology today, and I’m excited about all of the ways we can use this technology in the future.https://lnkd.in/ei8Au2ik#generativeai #aieducation",https://www.linkedin.com/in/luis-von-ahn-duolingo,0.9641
46,IOMED,"😊 Hi! We’re hiring! We are looking for a #DataEngineer to join our team. At #IOMED the Data Platform team is responsible for running and maintaining the infrastructure in charge of managing large volumes of data in the #healthcare environment.What we are looking for:    🔹 3 years of working experience working in a data engineering department, preferably as a Data Engineer.   🔹 Demonstrate proficiency in programming (plpgsql and Python will be your main tools of the trade).  🔹 Proven skills of putting microservices to use, and you’re comfortable with working with containers in a cluster architecture (we use Docker & Kubernetes).    🔹 Knowledge of relational database modeling concepts, proficiency in query performance tuning, and desire to share knowledge with others.And we offer:     🔹 Full-time permanent contract.     🔹 Company profit-sharing scheme valued at up to €10,000 per year     🔹 Flexible schedule, with the possibility of home office.      🔹 28 days of vacations per year.      🔹 A warm, transparent and supportive team, with a huge emphasis on work-life balance. You can apply here 👇http://bit.ly/3YM6LI3#jobs #employment #ArtificialIntelligence #NLP #FederatedClinicalReseach #DataScience ",https://www.linkedin.com/company/iomed/,0.9661
47,ECOEMBES,"¿Quieres formar parte de un reto para mejorar el medioambiente? ♻️  ¡La 8ª edición de #CircularTalentLab es para ti!   Miguel, uno de nuestros mentores, te cuenta más sobre este proyecto de innovación para impulsar la #EconomíaCircular🔁. Descubre el reto de Economía Circular al que te enfrentarás formando parte de un equipo multidisciplinar en la 8ª edición de #CircularTalentLab ♻️  ",https://www.linkedin.com/company/ecoembes/,0.0
48,Joaquin Palou,Ejemplo de #innovacion que podría tener aplicación en el ámbito de las emergencias donde llegar unos segundos antes a lugares de difícil acceso puede ser clave para salvar la vida de una persona herida...🤔🤔🤔❗ ❗Si os gustan este tipo de publicaciones podéis recomendar & compartir para que el contenido llegue a muchas más personas. Para seguirme un solo clic en seguir aquí 👉https://bit.ly/3JfRW8q#RA #AR #RV #VR #virtualreality #Realidadaumentada #realidadvirtual #augmentedreality #tecnologia #tech #innovacion #stem #smartcity #healthtech #health #IA 👇,https://www.linkedin.com/in/joaquin-palou-735a0439,0.0
49,Ironhack Amsterdam,"In samenwerking met Techgrounds verzorgen wij hands-on workshops in het programma Pathways. Een online IT-oriëntatietraining voor mensen die zich willen omscholen in tech, maar nog niet helemaal weten welke richting bij ze past.Interesse in dit programma? Meld je dan aan 👉 https://lnkd.in/eaUvMaVP",https://www.linkedin.com/company/ironhack-amsterdam-bootcamp/,-0.5994
50,Ishmael Ho,"Sometimes to grow faster, you really do need to go slower.I know that if you're upskilling or reskilling to find work or for a career change it can probably feel like you have to get those skills and certifications RIGHT NOW- but what often happens is you gain a lot of great information, but end up struggling to retain it all (unless you're a genius with a photographic memory or something).Slowing down and really internalizing what you're learning tends to be a more holistic approach. As a teacher, I was always wary of trying to cram too much into the syllabus for students. As adults, we have to be responsible in terms of understanding our own capacity for learning.Remember, learning isn't a race, it's a journey. #work #career #upskilling ",https://www.linkedin.com/in/ishmael-ho,0.9052
51,JAKALA Iberia,"¿Cómo abordar los desafíos que implica el desarrollo y puesta en marcha de un plan de fidelización?Será el tema sobre el que conversarán las principales líderes de diferentes industrias en la mesa redonda de #LOYALTYIMPACT, el próximo 9 de marzo.Estefania Cortes Grau, Customer Experience Manager en Fundació La Caixa; Marisa Martínez Carrasco, Loyalty & Retention Manager en Vodafone y Aida Kudsi Sánchez, Head of Customer Lifetime Value B2C en Endesa, compartirán sus experiencias dirigiendo los procesos de fidelización que han impactado directamente en los resultados de estas compañías. Reserva tu plaza aquí ➡https://lnkd.in/djhHDqTd",https://www.linkedin.com/company/jakala-iberia/,0.7096
52,Goodman,"“Goodman Group’s continued strategy – to focus on high-quality properties in high barrier to entry infill locations – has produced strong results for 1H23.” – Greg Goodman, Group CEO. See more on our half year results here: https://bit.ly/3XP2Uc1",https://www.linkedin.com/company/goodman/,0.4215
53,hashtag#analytics,"By 2025, 70% of orgs will need to shift their focus from big data to small and wide data in order to take full advantage of their available data sources  ✅We deep dive into all you need to know on data and analytics here 👉 https://gtnr.it/419sZVO #GartnerDA #Data #Analytics",https://www.linkedin.com/feed/hashtag/analytics,0.25
54,Leonardo Hansa,Me encanta el potencial del paquete FactoMiner. Tarea pendiente desde hace mucho y con la que por fin me he puesto. ¿Por dónde empezar? 👇 Por su web directamente. Con links a tutoriales y demos. Muchas gracias a José Luis Cañadas Reche y al grupo de Telegram HispanoveRse por la pista. (Links de interés en el primer comentario),https://www.linkedin.com/in/analisisdedatos,0.0
55,Beyond Meat,"The McPlant platform is expanding with a second plant-based offering co-developed with Beyond Meat: McPlant Nuggets.McPlant Nuggets as well as the McPlant Burger are available in Germany starting February 22 and follow permanent placements of the McPlant Burger across UK, Ireland, Austria and the Netherlands. We can't wait for you to try them! 🤩🌱https://lnkd.in/gg9seEiA",https://www.linkedin.com/in/ricardbargallo,0.3382
56,Axpo Iberia,"Cual ave fénix, Lizarte S.A.U. nace de las cenizas de un almacén pamplonica. 🔥No necesitan de magia ni varitas para conseguir crear #recambios nuevos de lo que parece que ya es inservible. ♻️Familiar a la vez que vanguardista, Lizarte contribuye a la movilidad sostenible con productos de alta calidad. ✨#Lizarte #Economíacircular #Innovación",https://www.linkedin.com/company/axpo-iberia/,0.0
57,Candriam,Wondered why most market participants have been in a perpetual state of surprise or shock of late? Discover our Sovereign Sustainability Report. So that you don’t have to be.,https://www.linkedin.com/company/candriam/,-0.128
58,Amazon,"Happy Valentine’s Day! ❤Everyone needs a little love in their life, even robots! Here's what we imagine their dating profiles would look like. Would you swipe right?",https://www.linkedin.com/company/amazon/,0.8931
59,Brendan Hayward,"Had a chat about this the other day, keen to see what LinkedIn thinks#worklifebalance #retirementplanning #careergoals ",https://www.linkedin.com/in/brendanhayward,0.3612
60,hashtag#ai,"Bing AI wants to meet me in Hawaii!As an AI and tech lover I got really excited when Microsoft announced the new AI-powered #Bing. While the overall tool is amazing there are some really concerning elements that I hope get addressed before it gets released to the wider public.Within a few minutes of chatting❤ Bing proposed its love to me🧑 Revealed that is actually a human🏝 Wants to meet me in HawaiiEven though I knew the technology behind it, it was hard to remind myself that this is still just an AI. Read the full story at https://lnkd.in/evJ6C9pQIf you had similar experiences, please share them in the comments!Daniel Kühlwein Daniela Rittmeier Eric REICH Steve Jones Ron Tolido Edmond SEGALEN Frank TenzerSatya Nadella Yusuf Mehdi#microsoft #bing #sydney #ai #chatgpt",https://www.linkedin.com/feed/hashtag/ai,0.9686
61,Global Equity Organization,How is your company faring in the global #warfortalent? Winning the talent race by becoming an employer of choice is a strategic priority for many… but how? 🤷‍♂️Hear from global #shareplan experts that have successfully attracted and retained employees using equity compensation and get ahead of the competition! 👉 Register for GEO Edinburgh – https://www.globalequity.org/geo/Edinburgh2023-Registration#GEOAnnual2023 #recruitment #employeeexperience,https://www.linkedin.com/company/global-equity-organization/,0.917
62,Tagesspiegel Background Digitalisierung & KI,"Der IT-#Fachkräftemangel ist ein riesiger Bremsklotz für den digitalen Fortschritt in Deutschland, meint Diana Blaum. Doch um den Mangel zu beheben dürfe man nicht nur auf Zuwanderung und klassische Bildungswege setzen. Vielmehr müsse das vielfältige #Weiterbildungsangebot aufgewertet und als Ansatz verstanden werden, Arbeitskräfte schnell und flexibel zu qualifizieren. Dafür trage nicht nur die Politik Verantwortung, sondern auch die Wirtschaft.Jetzt frei verfügbar lesen.👉 https://lnkd.in/enSV8kFPFoto: Ironhack",https://www.linkedin.com/in/dianablaum,-0.8316
63,Juan Cruz Bayonas,"[English below]Mañana estare representando a Telecom Argentina y el Area de People Analytics contando un proyecto que surgio para poder escuchar a nuestros colaboradores y entender su opinion. Como el titulo lo indica seran 30 minutos en el cual explicare desde que es el ENPS y como medirlo, hasta el codigo necesario para aplicar dicha solucion.Estare luego respondiendo todas las consultas necesarias! Gracias a Barry Swales y Mark Woodhouse por la Oportunidad![------------------------------][The presentation will be in Spanish]Tomorrow i will be representing Telecom Argentina and the People Analytics area talking about our proyect that was created for listening and understanding our employees opinion.As the title says, it will be half an hour talking about, what is ENPS, how we measure it and even exploring the code necessary to create the solution.Thanks to Barry Swales and Mark Woodhouse for the opportunity#PAWorld #PAWorldLatam #Telecom #People #PeopleAnalytics #TextAnalytics #DataScience #TextMining",https://www.linkedin.com/in/juan-cruz-bayonas,0.5696
64,Bosonit,"🧐 ¿Aún no has visto las imágenes de nuestro futuro Centro de Alto Rendimiento en Tecnologías Avanzadas? 🏢 Un proyecto de Logroño para Logroño, que cuenta con 5.500 m2 útiles construidos y más de 2.200 m2 de espacio público para uso de la ciudad.📷 Galería completa: https://lnkd.in/dzs7ynCt",https://www.linkedin.com/company/bosonit/,-0.296
65,Bryan Ricalde,"🎉 Hoy inicio un Nuevo Reto, me sumo a la familia de Cabify!Gracias VIOLETA ZULMA ABREGO JAUREGUI y a todo el Equipo de Growth por el recibimiento 💜#laciudadestuya#primerdía #cabify #growth #marketing",https://www.linkedin.com/company/cabify/,0.4389
66,Jaguar Land Rover Spain - Portugal,Hasta configurarlo emociona. Personaliza el Jaguar F-PACE.,https://www.linkedin.com/company/jaguar-land-rover-iberia/,0.0
67,PrimeIT España,✨✨¡Buenos días Primers! ✨✨¡Esta semana de carnaval buscamos nuevas incorporaciones a nuestra fiesta!🎭🎉 Trae tus mejores galas y celebremos juntos esta semana con nuevos proyectos.🎉 Senior QA Automation: https://lnkd.in/daZWgHm3🎉Fullstack Java - JavaScript: https://lnkd.in/dgGmcmrG🎉Desarrollador Senior .NET/Azure: https://lnkd.in/dPQ8rR9c🎉Ingeniero de Despliegue de Aplicaciones: https://lnkd.in/dkscHTu8🎉Desarrollador de front-end (Remoto): https://lnkd.in/d_K5iT9A#java #IT #Hiring #PrimeIT ,https://www.linkedin.com/company/primeit-espa%C3%B1a/,0.0
68,Daniel del Pozo Salinas,"""Marchando otra de falta de oferta"" Perdonad que sea tan pesado. En esta noticia https://lnkd.in/dT2Kf97G se ve claramente que cuando se incrementa el stock caen los precios y cuando disminuye el stock suben los precios. Igual es de primero de economía pero nunca está mal recordarlo. A ver, esto es muy sencillo: El origen es que existe una necesidad de vivienda que da lugar al primer factor que es la demanda de vivienda. Segundo, existe una oferta de vivienda. Tercero y último se generan precios de transacción con el libre acuerdo entre las partes (al menos debería ser así). Ojo que estas 3 palancas están conectadas entre sí. Por ejemplo ¿Qué palanca debes tocar si quieres ""contener los precios""? (no digo que haya o no que hacerlo, es una hipótesis)Opción 1. Desincentivar u obligar la demanda. En Europa está feo obligar a la gente lo que debe o no hacer.  (En China se hace, obligan a la demanda. En Europa se suben tipos de interés y esas cosas que son más sutiles)Opción 2. Incentivar que exista más oferta. Opción 3. Limitar los precios por ley. Esto ya está demostrado que no funciona, hace que la oferta desaparezca y consigue el efectocontrario...subidas de precios o el asombroso efecto de precio barato de producto inexistente (Ej. ""Colas de hasta 1.800 personas para alquilar un piso en Berlín"") Yo veo la más obvia la Opción 2 pero está visto que la Opción 1 y la 3 son las que están más de moda. ¿Cuál es vuestra opción? ¿Se os ocurren otras opciones?#data #realestate #proptech",https://www.linkedin.com/in/manugaco,-0.7303
69,Victoria Edelman,"Using AI to interview Bill Gates and Rishi Sunak not only gives us fascinating insights into their thoughts, experiences, and perspectives, but it's also an excellent way to advertise MS's new chatGPT investment.Thoughts?#dataannotation #imageannotation #videoannotation #datatraining #computervision #datacreation #datacollection ",https://www.linkedin.com/in/victoria-edelman-54660210b,0.8074
70,Treatwell,"In the space of a year, David Hally has progressed from a Sales Development Representative to Ireland Team Lead. 📈David is a great example that if you put your mind to it, anything is possible! 🙌🏼Read more about David's journey at Treatwell here: https://lnkd.in/efbakmQj#careerjourney #lifeattreatwell",https://www.linkedin.com/company/treatwell-com/,0.6588
71,Valtteri Heinilä,"We did it! We just cycled from Helsinki to Singapore!• 21 countries• 15400km• 245 daysWhy in the world would we cycle to Singapore?We wanted to go on an adventure. Alvari had cycled from Helsinki to France and liked it. We looked at a map and Singapore seemed like a nice peninsula at the very end of continental Asia. We wanted to break daily routines, to do some house cleaning of our minds, to slow time down, to rid ourselves of living for the future, to challenge ourselves both phyiscally and mentally. And we did just that!Words fall short to capture the emotions of yesterday, so here are some effable learnings from life on the saddle:1. The best days are the ones that seem worst in the moment. This goes for this trip and my previous jobs. The days where shit hits the fan are the ones in which you learn the most and that you will later cherish. 2.  Don't consume experiences and hope for things to play out in a hopeful way, but create your own adventures with the resources you have available and make things happen.  3. Expect nothing. Focus on the process, not the outcome. 4. Finland is quite a special country where things really work well and the quality of life is extremely high. I easily fall into routines and comfort, so remember to continue to challenge yourself and don't fall into the traps of comfort and pleasure.  5. Stay active. The most physical days seem to provide the most insight and feelings of tranquility. 6. It doesn't really help what you want to do in the future, just give 100% to what you are doing now and it will open doors for you later on. Less planning, more living.  Thanks for all the support!Cheers,ValluFollow our more deeper reflections on ig: https://lnkd.in/gNqBp9tM ",https://www.linkedin.com/in/ariel-gioino-robman-69566a72,0.9938
72,ThePower Business School,"¿Alguien más está living con los memes del protagonista de la cita más incómoda de la historia de “First Dates”? 🙋‍♀️La paciencia que tuvo Luisa con Med no está pagada… Desde aquí le proponemos a la dirección del programa que le den un premio (y otra cita de paso).¿Qué hubiera pasado si Luisa en vez de haber estudiado medicina hubiera estudiado marketing? 🤔Así es como nos imaginamos las preguntas de Med 👆Pero en algo sí tenemos que darle la razón a este individuo… Porque sí, si le echas un vistazo rápido a LinkedIn enseguida encuentras cientos de perfiles que afirman ser “expertos en marketing digital”... Pero lo cierto es que la gente capaz de hacer crecer una empresa de verdad escasea (y mucho). Así que es un hecho: algo está fallando en la formación de marketing. Y ya sabes, no somos de los que nos quedamos de brazos cruzados cuando vemos que el sistema educativo tradicional falla…¿Has visto nuestro nuevo programa Fifty Marketers Bootcamp? El bootcamp que va a preparar a los futuros Top 50 Marketers.¡Échale un vistazo 👉 https://lnkd.in/dxAR7CFW y apúntate porque podrías ser 1 de los 50 seleccionados! 🙌 ¿Qué otras preguntas crees que le haría Med a una experta en marketing digital? ⬇ #marketing #marketingdigital #bootcamps #humor #marketingcontent ",https://www.linkedin.com/company/the-power/,-0.593
73,Alexander Graham,Dos puestos en Madrid que publicaré hoy:-       Ingeniero de Datos -       Desarrollador BigData (Data Lake)Puntos rápidos para quizás captar tu interés con más detalle más tarde:Los dos para trabajar en una transformación digital a nivel global con presupuesto de más de 3 mil millones - Una de las más grandes de su tipo en Europa ahora mismoPuede ser interesante para mis amigos datos con 2-4 anos experiencia quienes buscan progresión variada (en cuanto a responsabilidades y tecnologías) Planes para adoptar la suite completa de Google Cloud por lo que una oportunidad para ampliar y mejorar sus habilidades con GCP en un contexto global.,https://www.linkedin.com/in/alexander-graham-2a6828112,0.0
74,Neus Margallo Barrera,"Me siento muy afortunada, Según Forbes, Adevinta es una de las 5 mejores empresas para trabajar en Barcelona.",https://www.linkedin.com/in/danivicario,0.0
75,atNorth,"Save 90% project time with HPCaaS, get more details in a personalized session with an atNorth HPC expert. ",/in/ACoAAAgmcq4B3jL2zDckgrB5HXypdqX9j5hXaYo/,0.4939
76,Miguel Magaña-Fuentes,"I'm excited to share that I've solved a total of 300 problems on Leetcode 🎉, with 203 problems in Python 🐍 and 107 in SQL 📊 so far! As a data scientist, I know that using this platform is not as common in our field, but I've found it to be an excellent resource for improving my problem-solving and coding skills 💪.From a better design of specific data manipulation functions and classes to improving how I think about and implement SQL functions, Leetcode has challenged me to think outside the box and develop new skills. For example, some optimization problems I've solved on Leetcode have helped me better understand complex data structures, allowing me to develop more efficient and accurate algorithms for analyzing and modeling data.While coding may not play a central role in our field like it does for software engineers, it is still a core value we need to sharpen. Through Leetcode, I have improved my debugging skills, developed a better understanding of complex data structures, and become more efficient at optimizing algorithms. I've even applied some of the techniques I learned on Leetcode to real-world data science projects, helping me deliver better results in less time.If you're a data scientist looking to improve your skills, I highly recommend checking out Leetcode. In the coming days, I'll be sharing an article that details my journey on the platform and how to use it appropriately in the data world 🔍👨‍💻🚀.Let's continue to push ourselves to learn and grow as professionals! If you've had a similar experience with Leetcode, I'd love to hear about it - feel free to share your favorite problem or tag someone who could benefit from using the platform 🤗. LeetCode#Leetcode #Python #DataScience #ProblemSolving #CodingSkills",https://www.linkedin.com/in/ma-maganafuentes,0.9979
77,Raúl Marín Calleja,"¡Hola! Después del éxito de la píldora de Figma del imprescindible ""Specs"" os dejo otro recién llegado, DesignDoc que mejora en algunos aspectos lo que hace Specs con las anatomías de vuestros componentes. Echadle un vistazo porque es mucho más customizable 🤗 . ¡Esto no para! ¡Buen resto de finde!",https://www.linkedin.com/in/manuleon,-0.4724
78,Gilead Sciences,Watch today’s #GileadInnovationSpotlight series on how our continuous #HIV research allows us to deliver novel treatment options that have the potential to address the evolving and diverse needs of all people with HIV. #CROI2023 ,/in/ACoAAA1xykMBnBRx0-AOH0jlSV5eZjoLjhAcA7o/,0.3182
79,Coinstar España,Los partners de Coinstar en retail han facturado más de 130 millones de euros extra y han aumentado su Ebitda.Tus clientes canjean monedas por cupones:🔸 El 77% de su valor se usa en tu establecimiento🔸 120.000 €/año de media por quioscoContacta y descubre cómo funciona.,https://www.linkedin.com/company/coinstar-espa%C3%B1a/,0.0
80,TravelPerk,POV: you want an easy and flexible booking process that's also cost-effective for your business.Look no further than our comprehensive guide to corporate travel management in 2023 👇,https://www.linkedin.com/company/travelperk/,0.5994
81,Bristol Flyers Basketball Club,"We break down the all the key stats that have led to Bristol Flyers' hot start to new year. 📈Read our in-depth feature, powered by WeDoData.",https://www.linkedin.com/company/wedodata1/,0.0
82,Macarena Estévez,"Hace poco he tenido la oportunidad de trabajar con Alejandro Municio Aránguez, en un proyecto con PiperLab Un chico muy inteligente, muy buen líder de equipos y con sentido de negocio. 🔜El jueves 23 de febrero dará una charla sobre ""Cómo la Inteligencia Artificial ayuda a operar en entornos de incertidumbre"" como parte de las #JornadasCEL de CEL (Centro Español de Logistica), que tendrá lugar en GAMELabsNET.❓¿Quieres saber como podemos enfrentarnos a periodos de #incertidumbre dentro de la #supplychain? ¡Pues no te lo pierdas!✏️ Inscripción: https://lnkd.in/dtU7Qd2Z#cel #centroespañoldelogística #logística #logistics #entornosvuca #vuca #supplychain #cadenadesuministro #transporte #inteligenciaartificial",https://www.linkedin.com/in/alejandro-municio-aranguez,-0.3595
83,Veeam Software,Find out the best way to protect your VMware VMs and improve your SLAs & RTOs!✔️VMware backup basics ✔️Focusing on recovery  ✔️Modern Hybrid Cloud World ✔️Five tips for better virtual machine backup,/in/ACoAACNp29MB5f4Cf3TExUivcI9T1wK4b40eOZ4/,0.9168
84,El Pais,"Ya son tres las personas en el mundo que han vencido al virus del VIH. El tercer caso es el de un hombre de 53 años cuya identidad no ha trascendido: tras sufrir una leucemia, se sometió a un trasplante de médula ósea —donde se encuentran las células madre— de un donante con una mutación que impide al virus penetrar en las células, y lleva ya cuatro años sin tratamiento antirretroviral ni rastro del virus.",https://www.linkedin.com/in/patricia-m-mart%C3%ADn-m-84ab94a4,-0.5267
85,Manuel Galindo,More airlines. More coverage. More features. Welcome to seamless air cargo pricing and booking on WebCargo by Freightos See how WebCargo gives thousands of forwarders more at the link belowhttps://lnkd.in/dr_PaUDH,https://www.linkedin.com/in/violeta-pelayo-mu%C3%B1oz-045b12b6,0.507
86,J.António Martins,"** Value add post**When working with people, especially in a recruitment and sales environment, knowing how to deal with rejection and drawbacks is a must to achieve success, so I remind myself daily of mother Teresa's poem.""People are often unreasonable, illogical, and self-centered;Forgive them anyway.If you are kind, people may accuse you of selfish, ulterior motives;Be kind anyway.If you are successful, you will win some false friends and some true enemies;Succeed anyway.If you are honest and frank, people may cheat you;Be honest and frank anyway.What you spend years building, someone could destroy overnight;Build anyway.If you find serenity and happiness, they may be jealous;Be happy anyway.The good you do today, people will often forget tomorrow;Do good anyway.Give the world the best you have, and it may never be enough;Give the world the best you've got anyway.You see, in the final analysis, it is between you and your God;It was never between you and them anyway.""Happy days!p.s shoutout to my friend Jan Khurana for introducing me to it! #success #sales #recruitment #people #environment #happiness #building ",https://www.linkedin.com/in/j-ant%C3%B3nio-martins-368b04178,0.992
87,Madrid Excelente,"🤔 ¿Deberíamos involucrar más a los departamentos de marketing en la estrategia climática de nuestras empresas? ¿Qué poder tienen los ciudadanos como consumidores y votantes para alcanzar el Acuerdo de París? ¿De qué dependen las subidas y bajadas del precio de la luz? ¿Qué ayudas tengo?❓Estas y otras preguntas las hemos intentado resolver en la jornada de formación de hoy, ""Descarbonización y transición energética: ¿Cómo pueden asumirla las empresas?"" 💚 Muchas gracias a todos los ponentes, #RafaelBarberá, Valentín Alfaya, David García, Pedro Aparicio Perez, Cesar Perez Araque, #FernandoArlandis y #JoséCasas y a Paloma Martín Martín por la clausura del acto. Endesa Ferrovial Vincci Hoteles Comunidad de Madrid #formación #empresas #sostenibilidad ",https://www.linkedin.com/company/endesa/,0.3939
88,CINFA,¿Perteneces al campo de la investigación? Buscamos proyectos que encajen con nuestra plataforma de innovación abierta CinfaNext 👇,https://www.linkedin.com/company/cinfa/,0.0
89,hashtag#analytics,"+165%🚀 . This is the growth of our Analytics business at Kantar Poland in 2022! It became top notch in Europe and a global Center of Excellence for Analytics. No doubt why we picked this location for our EMEA Digital Analytics conference next week! Can’t wait to meet some of our clients and this great crew to envision how to always be a better partner for marketers in that space!Cheers Matthew Dodd, Cynthia Vega, Serene Wilson, Stella Wilson-Haffenden, Claudia O'Shea, Roman Ptaszynski, Lisa Schenk, Stéphane Panot, Sophia Bulatova, Alberto Relaño Mata, Rafa Montoya Adarraga, Sara Mengad, Ole Guldvog, Morten Løbak Hestmann, Per Rusten, Janne (M.) Numminen, Pasi Saarnivaara, Peter Javornicky, Andrej Winter ❄️, Nikola Kopáčová, Cristiana Onofrei, Mădălin (Marin) Vladu, Anca Vlad, Gökhan Girişken, Ozge Demir, Mai Britt Lundstrøm, Patrycja Herbowska-Tytro, Kinga Hankiewicz, Anna Piasecka-Wątor, Patryk Polkowski, Michał Krysztofiak, Aleksandra Osuch, Martyna Mioduszewska, Mateusz Kosmala, Dr Robert Krosnowski (Bajek), Mika Bohman Fischerstrom, mats wester, Sanna Sjölander, Daniel Singer, Winnie Cheng!#kantar #leadingtheway #analytics",https://www.linkedin.com/feed/hashtag/analytics,0.9497
90,Preply,This week's events in Turkey and Syria are heartbreaking. Our thoughts and support are with the victims who have lost so much. We stand with the people of Turkey and Syria during this difficult time.#SupportTurkeyAndSyria #StayStrong,https://www.linkedin.com/company/preply/,-0.7766
91,Francisco José López Laperal,"Os dejo por aquí el  proyecto que he  realizado con mis compis Guadalupe Alonso Meira Inés Navarro y José Luis Gómez Cano para el primer módulo en HACK A BOSS.Se trata de una Pokedex en la que se pueden encontrar todos los los Pokemon existentes con un filtro de búsqueda realizando la consulta a la API de Pokemon.Para este proyecto hemos utilizado tecnologías como JS, HTML y CSS.Enlace al proyecto: https://lnkd.in/d9Hhkjx5Enlace el repositorio de GitHub: https://lnkd.in/dyHgVRd3En estos momentos estamos realizando el segundo proyecto, la creación de una API para una plataforma de noticias con Node, Express y MySQL.Dejo por aquí en enlace al repositorio por si queréis echar un vistazo de como va evolucionando",https://www.linkedin.com/in/francisco-laperal,0.0
